original,translation
Mej qumɨt poːp meːsɔːmɨn. ,Мы гроб сделали.
Aj pissɨmɨt poːntɨ. ,И положили в гроб.
Nɨːnɨ qɨltɨ meːsɔːmɨn. ,Потом яму сделали.
İllä üːtɨsɔːmɨn. ,Похоронили.
Mat čʼeːlaksa Čʼosalkɨqɨt. ,Я родилась в Часельке.
Nɨmtä ilesak meːltɨ. ,Там и жила всё время.
Nɨmtɨ qäːlɨsʼsʼak. ,Там и рыбачила.
Korakkɔːmɨn täpälʼlʼä. ,Ездим белковать.
"Täpak qɨtkɔːmɨn, loqar qätkɔːmen, mačʼin ɔːtap qätkɔːmen. ","Белок убиваем, лисиц убиваем, лесных оленей убиваем."
Mačʼoːqɨt ɔːta kočʼ ɛːja. ,В лесу оленей много.
Sɨːrɨmɨt kočʼ ɛːja. ,Коров у нас много.
Čʼuntɨmɨn aj eŋa kočʼek. ,Лошадей у нас тоже много.
Nʼuːtop pačʼälsɔːn tɛːttɨ ton. ,Сена он накосил [?] 4 тонны.
"Nʼuːtə qɔːn ɛːja, kət aša tuːrantɨkkɨtɨ. ","Сена мало, зимой не хватает."
Meː poːnʼorsɨman rɨpkop čʼɔːtɨ. ,Мы дрова заготовили для рыбкопа.
Nassari kupametra pačʼalsɨmɨn. ,Мы 30 кубометров нарубили.
Aša tuːrantɨkkɨtɨ. ,[Этого] не хватает.
Qəllamat mɨnɨlʼ tətantɨ poːnʼarla. ,Мы поедем в другое место заготовлять дрова.
Tɨmtä poːtə čʼäːnka. ,Здесь дров нет.
Poqomɨn iːtɔːmɨn. ,Сети возьмём.
Poqqə sompɨlʼa köt. ,Сетей 15 [штук].
"Alakomɨn tɛltantɔːmɨn ompa, tat mačʼa ɨkə qɨnasʼik. ","Лодки скоро нагрузим, ты не уходи."
Iːjalʼ käralʼ tɛlʼtät. ,Детей посади [в лодку].
Nɛnaqa namɨnmantə kočʼ ɛːja mačʼoːqɨt. ,Комаров так много в лесу.
Iːjap nɛnaqa koptəkɔːlɨk amnɨtɨ. ,Сына комары совсем заедают.
"Mej tiː qäntak sɨːrap apstɨqa, tajeknɛnta ɛj tüttä qataltɛntap. ","[Мы/я?] сейчас пойду корову кормить, подою и навоз уберу."
Nɨːnäj nʼuːcʼe mintap. ,Потом сено раздам.
Nɨːnäj ɛj molokomɨ qɨnɛntap stalovantɨ. ,Потом ещё молоко отвезу в столовую.
Čʼunta sʼarältɨ qɨntoqa moloko. ,"Лошадь запрягай, чтобы отвезти молоко."
Kunä taːtanta? ,Откуда привезёт?
Tuːnna nʼuːtə akarotqɨt näj ɛːntɨ. ,Вон там есть сено на огороде.
"Nɨnɨ taːtatə, sɨːrɨt amnat nɨŋɔːtat, nʼimatɨt čʼäːnkɛnta üːtat. ","Оттуда принеси, коровы стоят голодные, у них молока не будет вечером."
Ɛj ütäp nata taːtaqa. ,Ещё воды надо привезти.
"Üːtat sɨːratap ütaltɛːpsɔːtɨj, čʼäːnka üt. ","Вечером нам надо коров поить, [а] воды нет."
"Mat tiː qəntak topɨrɨlʼlʼä, a topɨr mačʼoːqɨt namɨnmɔːnt ɛːja. ","Я сейчас пойду по ягоды, а ягод в лесу так [много]."
Qailʼ topɨr ɛjsa? ,Какие ягоды [есть]?
"Mačʼoːqɨt nʼär topɨr, kərɨntä, kotɨlʼ topɨr, palqak, kəptä, turraj. ","В лесу [есть] брусника, черника, голубика, морошка, чёрная смородина, красная смородина."
Sargaeva Marfa Vasilʼjevna. ,Саргаева Марфа Васильевна.
Govoritʼe. ,Говорите.
Mat čʼeːlʼiksanak 1924 poːqɨntɨ. ,Я родилась в 1924 году.
Čʼeːlɨmpɨtɨlʼ təttap Turuhanska. ,Я родилась в Туруханской земле.
"Nɨnɨ mat selʼčʼi poːtɨmɨ tuːrɨsɨtɨ, školantɨ šıp qəntɨsɔːtɨt Turuhanskij rajon Farkovontɨ. ","Потом мне исполнилось семь лет, в школу меня повезли в Туруханский район в Фарково."
Nɨmtɨ učʼittɨsak sompola poːt kuntɨ. ,Там я училась пять лет.
Tɨmnʼamɨ Igarkaqɨn učʼittɨsa. ,Мой брат учился в Игарке.
Nɨnɨ man Igarkantɨ qəssɨnak. ,Потом я поехала в Игарку.
"Igarkaqɨt mašım iːsɔːtɨt, pedučʼilʼšʼantɨ. ","В Игарке меня взяли, в педучилище."
Nɨmtɨ učʼittɨsak. ,Там я училась.
Pervɨj kursaqɨt. ,На первом курсе.
Ina vtoroj kursaqɨt. ,И на втором курсе.
Nɨnɨ müːtɨ ɛsɨsɨna. ,Потом война пришла.
Müːtontɨ tɨmnʼamɨ qəntɨsɔːtɨt. ,На войну моего брата отправили.
Man učʼitɨqo toː čʼattɨsɨŋak. ,Я бросила учиться.
Nɨnɨ moqɨnä tüːsɨŋak. ,Потом домой приехала.
Moqɨna tüla qumɨtɨp učʼimpɨsak. ,"Домой приехав, я людей учила."
Malogramotnɨj qumɨtɨp. ,Малограмотных людей.
Nɨnɨ qumɨtɨp učʼimpɨsak. ,Потом людей учила.
Nɨnɨ kolhoztɨ qəssaŋɨk uːčʼiqɨnoːqo nʼuːtɨlʼ pačʼčʼɨtɨsak. ,"Потом в колхоз отправилась работать, сено косила."
Nɨmtɨ tɨmnʼamɨ armijaqɨt qətpɔːtɨt. ,Там моего брата в армии убили.
Saraj təpɨt qälimpɔːtɨt. ,Дружно они шагают.
Kun aj znamja wəčʼimpɔːtɨt. ,Где знамя поднимают.
Školantɨ (nɔːt na/ nɔːtna) meːkɨnʼi. ,В школу нужно/потом вот(?) к нам.
tamdʼe qwanǯat maːttə andun. ,Сегодня поедем домой на обласке.
qoze kuldʼiŋ qwangu mattə särroŋ. ,"Не знаю как ехать домой, идет дождь."
me poːrɣɨla assə iːmbat maːtqanɨ. ,Мы одежду не взяли из дома.
"kutɨ labum assə tunǯiŋ, täp qandetʼenǯiŋ. ","Кто веслом грести не будет, тот замерзнет."
Mat tɛnɨmam. ,Я знаю.
Mat onak ilak. ,Я живу один.
Šetɨrqöt qorqot wätɨp qokkap. ,Весной медвежью тропу нашел.
Qänkak kanaknasä. ,[Я] поехал с [моей] собакой.
Kanakmɨ nʼoːtɨkkɨt məː wättoːmɨntə. ,Собака догоняет нас по дороге вперед.
Mat namɨp nʼoːtɨkkap. ,Я её догоняю.
Muːttɨlkkətɨ. ,Лаять начала.
"Mat tüːkkak, kəntalkap. ","Я пришел, подкрался."
"Čʼattɨkkap, nɨːnɨ paktɨna. ","Стрелял, потом побежал."
Nɨːn ɛj očʼik čʼattɨkkap. ,Потом еще снова стрелял.
Mat čʼeːlɨŋsak Čʼosalʼkɨqɨt 1945 godu. ,Я родился в Часельке в 1945 году.
Nʼarɨlʼ Mačʼoːqɨt učʼitɨsak muktɨt poːntɨ kuntɨ. ,В Красноселькупе [я] учился шесть лет.
I totɨ nɨmtɨ qeːlɨnʼnʼak. ,И теперь там рыбачу.
Äsʼamɨ ɛj qeːlɨnʼnʼa. ,[Мой] отец тоже рыбачит.
"Amʼamɨ aša qeːlɨnʼnʼa, moqɨnʼat mɔːtqɨt uːčʼa. ","[Моя] мать не рыбачит, дома, в доме работает."
Timnʼamɨ werqɨ qerɔːtɨt Volodʼatqa. ,Старшего брата зовут Володей.
Tɛm ɛj ropɨjta sovhozqɨt. ,Он тоже работает в совхозе.
Tɛp školaqɨt učʼita. ,Он в школе учится.
Nenʼamɨ ɛj školaqɨt učʼita. ,[Моя] сестра тоже в школе учится.
"Mat nɔːtɨ muntɨk na nekɨrap, qaip kɨkɨsak nekɨrqa. ","Я всё написал, что хотел написать."
Mašıp qerɔːtɨt Vitʼatqa. ,Меня зовут Витей.
anduze man Qätman čaʒəzaŋ. ,По реки Кети я ехал на лодке.
sɨgrɨm qwärgä nɨškalbat ambat. ,Корову медведь разорвал и съел.
man qouɣam. ,Я нашел его.
nadə qwätku. ,Надо его убить.
ranil. ,[Я его] ранил.
man täpɨm qwätnan. ,Я его убил.
täbɨm nadə miːraŋu. ,Его надо сдать (продать).
man uttəgalɨk kalʼlʼiɣaŋ. ,Я без руки остался.
sʼötakʼi soː ezuŋ. ,Всё-таки оправился.
"Apat čʼɔːpst okoːt nık keː tomkɨŋɨt ilɨptäːqɨntɨ: Somak ilɨŋɨlɨt, iːjat. ","Отец покойный раньше так говорил, когда жил: ""Хорошо живите, ребята."
Imap qontɔːlɨt. ,Жену найдёте.
Somak ilɨŋɨlɨt. ,"Хорошо живите""."
Nɨːnä oqqa nɔːkɨr ämnätɨ. ,Потом три невестки.
"Šitɨ ijantɨ mɨqılʼ amnäiːmtɨ, muntɨk qoši, qɨːltɨmpatɨ. ","Двух сыновей невесток: ""Все они плохие"", - [так] закончил."
A poːs warqɨ ämnämtɨ orsä kɨkap. ,"""Самую старшую невестку очень люблю""."
Nɨːnɨ nıː keː suːmpɨka. ,Потом так он поет:
Mannaj moqɨlʼ čʼeːloːqak somak mɛntɨk mompa sä kʼe ilɨlɨlɨt. ,"После меня, мол, все хорошо живите."
Mannaj moqoːqäŋ aj tap kʼeː (qaj) mompa sä kʼe orqɨllɨlɨt man mɨmpa. ,"После меня, мол, (?)."
Man aj quptäːlʼ moqoːqak quptäːlʼ moqoːqäŋ aj wärqɨ iːja mompa mašıp aj na tɛnäptɛnta. ,"После того, как я умру, старший сын, мол, меня и это вспомнит."
Üt kočʼik ɨkɨ ütɨmpätɨ. ,Водки много не пей.
Čʼontɨkak sä mompa ütɨrkuläntɨ naj amɨrkulʼantɨ naj. ,"Понемногу, мол, пей и ешь."
Šentɨ rušit nılʼčʼik tomkɔːtɨt mompa. ,"Новые русские так, мол, говорили."
"Čʼontɨka ütɨräš, nılʼčʼik sä qä ilɨläntɨ, kočʼi ɨkɨ ütɨmpäš. ","Понемногу пей, так живи, много не пей."
Man aj quptäːlʼ moqoːqak latarɨlʼ apamtɨ sa kkʼe tɛnaptukɨläl kutɨlʼ ɛːma čʼeːlɨ. ,"После того, как я умру, покойного отца вспоминай когда-нибудь."
Onak qollä taːtɨsam. ,"Я сам, съездив, привез."
"Ilʼmar aša tɛnersɨt, qajka täpɨm soqɨnʼnʼɔːtɨn. ","Ильмар не понял, что его спрашивают."
"Аndre, tam aše man mɨmɨ,— čʼaktɨsä laŋkajsɨ (/laŋalsa) täp. ","""Андрей, это ведь не моя"", — быстро закричал он."
Tam putʼovka ukkɨr nätanmɨ. ,"""Это путёвка одной девушки."
Meː täpɨn əptı ukkɨr klassmɨn. ,Мы с ней из одного класса.
"Puːn üntɨšɔːtɨn, täp ɛːja predatelʼka. ","Потом услышали, что он предатель."
"Täm ɛːsɨ namɨtɨsä, kutɨ pɛlʼtɨmpɨsɨtɨ sötqɨlʼ suːrɨtɨm. ","Он был с теми, кто помогал ""лесным зверям""."
Sötqɨlʼ suːrɨn? ,"— ""Лесные звери""?"""
Nɨmtɨ sötqɨn ɛːsɔːtɨn nılʼčʼij qoštij qumɨn. ,"— ""Там в лесу были такие плохие люди."
Täpɨtɨm orqɨlsɔːtɨn? ,"— ""Их поймали?""."
"Ukkɨr iːjajä qošʼɨtɨ kun täpɨn ättɨmpɔːtɨn,— kɨpaka töːtsapoːqɨj kätɨsɨt Ilʼmar. ","""Один мальчишка нашел, где они спрятаны"", — немного [смущенно?] сказал Ильмар."
Aj kɨkɔːtən qätqa rusɨlʼ učʼičʼelʼam. ,И они хотят убить русского учителя.
Täp paktäs kätɨquntaːqa učʼičʼelʼnɨŋ. ,Он побежал сказать учителю.
Tap qumɨn ɔːmtɨsɔːtɨn mašinaːqɨn i tümpɔːtən ukoːn. ,Эти люди сидели в машине и пришли раньше.
"Učʼičʼelʼäm qätpɔːtən, iːjajam kɨrɨmtɨmpɔːtən. ","Учителя убили, мальчишку ранили."
Pantitam ɨːrɨnnej orqɨlpɔːtən. ,"Бандитов всё равно [?] поймали""."
Andrej ukkɨrna laŋkajnʼa: Mat qontɨrsam … tan mɨqantɨ kɨrlɨ. ,"Андрей несколько раз вскрикнул: ""Я видел… у тебя шрам."""
"Na moːlmɨsɨmi Кurt, orsa märqə pantit, masɨp čʼatɨs. ","""Это хитрый Курт, очень большой бандит, в меня стрелял."
"Tıːtapsa muntɨk kätɛntam, kusaqɨn čʼeːtɛntɔːmi. ","Тогда всё скажу, когда встретимся."
Mat tasɨntɨ tɛnerpantaŋ. ,"— ""Я буду помнить тебя""."
"Marat meːltə patqɨlsä qontɨtɨlʼ kotaqɨntɨ, pɔːpɨ (kutɨp qos) üntɨšit qaj kos tukɨmɨn. ","Марат всё ещё залезал в спальный мешок, как вдруг (кого-то) услышал, что что-то стучит."
Täp tɛnaptɨsɨtä kutar Аndre mulaltɨmpɨsɨt qumɨj qäːlɨj čʼɔːtɨ. ,"Он вспомнил, как Андрей рассказывал о человеке-рыбе."
Marat kuralʼna qäːt pɔːrantə. ,Марат пошел на берег.
Täp kuralsɨ nɨntɨk lʼɨpɨqɨj qanɨp i sɨːqɨlsɨ ınna mättantɨ. ,Он прошел мимо темного берега и взобрался вверх на дорогу.
Aj täp üntɨšit kutɨ koš tukɨmpa. ,"Опять он услышал, что кто-то стучит."
Ni qajim aša tɛnɨmɨla Marat nɨlaıːs. ,"Ничего не понимая, Марат остановился."
Pɔːpɨ atalis iːralʼıːp. ,Вдруг показался старикашка.
Utaqɨntɨ täpɨn mɨqɨn ɛːsa po. ,В руке у него была палка.
"Ivan Pavlovičʼ Lunʼ dižurnatɨsɨ pin poːqän, qäːt pɔːraqɨn. ","Иван Павлович Лунь дежурил ночью на улице, на берегу."
"Täp ila tɨmtɨ meːltɨ, tɨmtɨ täm ɛj čʼeːlɨksä. ","Он жил здесь всё время, здесь он и родился."
Täm ɛːsa somak qäːlɨčʼčʼilʼ qum. ,Он был хорошим рыбаком.
Ütnɨlʼ čʼeːlɨt täp kɨkɨsɨt ijatɨsa ɔːmtɨqa kun ɛːma ütɨ qanɨqqɨn tüt qanɨqqɨn. ,Вечерами он любил с ребятами сидеть где-нибудь у реки у костра.
Marat qəssɨ Lunsä aj soqɨssɨt täpɨm qänqa qäːlɨjja ijatɨsa. ,Марат пошёл с Лунем и попросил его поехать на рыбалку с ребятами.
"Ukoːt kušaqɨn (/kuša kos) ɛːsa čʼeːlam, iːnatɨsa (qaltɨrɨkkak qarɨn morʼat qanɨqqɨn). ","""Раньше когда-то было время, я бегал с ребятами по утрам около моря."
Iːnatɨsa korasaŋ morʼaqɨn. ,С ребятами я [охотился?] в море.
Tiː tɛː mɨqɨntɨn mänɨlʼ üral. ,Теперь у вас другие дела.
"Tan mɛntalʼ ürɨtqa soqɨnčʼas Fillip mɨqɨn, täm täntɨ muntɨk mulaltäntɨŋɨtɨ. ","Ты о старых делах спроси у Филиппа, он тебе всё расскажет""."
