original,translation
"Тогово иладям-да̄, эhӣкоко̄н интыда̄и тогодӯ.","Сейчас я разожгу огонь, чтобы кормить его {бросать кусочки жира}»."
Имӯксэвэ бӯрэн hуна̄ттӯи.,Сало дала внучке.
«hэлэ эр имӯксэ... имӯксэвэ интыкэл тогодӯ.,«Вот это сало брось в огонь.
"Гукэл: ""Это̄м эдук hинэ э̄лаhа-да̄, э̄лаhа-да̄ эрут некэрэ.","Скажи: ""Никогда с этих пор не буду тебе плохо делать."
Аят илаттяӈа̄в.,Хорошо топить буду.
"Экэл минду... миндук тыкулитта""».","Не сердись на меня""»."
Эр тогот индерэп эсе.,Этим огнем мы с тобой живем еще.
Депда̄вэр ириӈнэп. —,"Варим себе поесть, —"
гусё эбэко̄н.,сказала бабушка.
"Эда̄ туӈ никэдендэ, туӈ никэӈнэндэ тогово?","Зачем ты так делаешь, так обычно делаешь с огнем?"
"Эвко̄ туӈ никэврэ», —","Не надо так делать», —"
"Аhӣ тар, hоӈодёно, тогово алтасилдан.","Женщина, плача, стала просить прощения у огня."
"Тогон но̄дэ лургилдэн, атырка̄н тогон.","Ее огонь хорошо разгорелся, огонь старухи."
Туӈ никэрэн-да̄.,Потом...
"«Это̄м эдук туӈ никэрэ больше», — гунэн hэлэ. —",Вот сказала: «Не буду так больше делать.
hувулбэн одяӈа̄в.,Все буду делать.
Эпэт логӣлдэнЖ,Опять стала ругать:
"Этырко̄ндэ. эр эмэконэм, эмэден-да̄ эhӣкоко̄н.","Муж, когда придет-то... придет сейчас."
Эя-да̄ эда̄ эӈнэндэ ирирэ?,Почему же ты никогда ничего не варишь?
"hавалда̄с надо, ирэксэӈилби олгӣда̄с, улдэӈилби hэрбиндо̄с.","Надо работать, сушить шкуры, разделать мясо."
Эя девулден эhӣкоко̄н?,Что он будет сейчас есть?
"Тэтыгэ̄лон улдӣдедо̄с надо, энэ энэ̄лдэ.","Одежду ему надо шить, не ленясь."
"Мондэ будеӈо̄с, эя экуна-да̄ асин она, эр булта экун hокоривракин.","Сама умрешь, если ничего не будет, если добыча потеряется."
"Тогои hӣвукнэнин, а̄вкӣ биhиндэ.","Пока твой огонь гаснет, ты спишь."
hаваливкӣ одяӈа̄в.,Стану работать.
"Эбэко̄н hо̄т логӣрэн, мēвандула̄н ӣкнэнин.","Бабушка очень сильно ругала, дойдя до ее сердца."
Этэрэн энэ̄лдеми.,Перестала лениться.
Логӣвуни hо̄т.,Ее сильно обругали.
«Тогово эӈнэкэлду логӣрэ о̄кин-да̄.,«Никогда не ругайтесь на огонь.
Аят мо̄т иласиӈнакалду.,Хорошими дровами топите.
Нямадядяӈа̄hун мо̄рдун.,Согреетесь сами.
Чайникилаhун hуювдеӈо̄н.,Чайники ваши вскипятит.
Тарит тогово эвко̄ логӣврэ.,Поэтому огонь нельзя ругать.
Ута̄лэ Комоеми дӣлдулӣ гиркудявкӣ бисё.,Давно Комое по тайге ходил.
Тар бэе гэрбӣн бисё Сарсикан.,Того человека звали Сарсикан.
Умукин индявкӣ бисё.,Он жил один.
Дюр hуна̄диси бисё.,У него было две дочери.
hунӣлин дюдӯвэр бидевкӣл.,Дочери были дома.
hавалдявкӣл.,Работали.
Дэгилмэ̄ктэлгэсирэ тулэ̄тчэм-да̄ капкарэ.,"Поставлю капканы, как грибы"
"«Дэгилмэ̄ктэл», — гуннэ, hо̄гинтулдяӈа̄н.","Подумав: «Грибы», он будет [их] пинать."
hурурэн дюла̄и Комое.,Пошел Комое домой.
Сарсикан эпет тэвло̄hинэн.,Сарсикан опять пошел по ягоды.
"«Эр нян экун дэгилмэ̄ктэн балдыса̄н?» — гунденэ, hо̄гинэн hалгандии.",«Это что за гриб вырос?» — сказал и пнул ногой.
hалганин эрэгэрит ламбара̄лдырэн тар дэгилмэ̄ктэдӯ.,Нога совсем прилипла к этому грибу.
Гēтпи hалгандии hо̄гинда̄и никэрэн-дэ̄.,Другой ногой захотел пнуть.
Эр Комоеми эр эно̄н капканмэ эр-кэ эдӯ тулэ̄рэ?»,"Это, наверное, не Комое [ли] поставил сюда этот капкан?»"
Ӈа̄лэлин дюктэко̄гдэн ламбара̄лдырэ тар дэгилмэ̄ктэдӯ.,Обе его руки прилипли к грибу.
hалгарин ламбара̄ра.,Ноги прилипли.
Тэгэсилдэн.,Стал сидеть.
Тар Комоеми тукса̄дяран.,Комое бежит.
"Горогит исэсё Сарсикан, капкандӯн тагаканэм, тэгэтчэрӣвэ.","Издалека увидел Сарсикана, который сидит, попавшись в его капкан."
Капкандукпи гадан-да̄.,Вытащил из капкана.
Мо̄нин он-мэл эвкӣ ламбара̄ра.,Сам как-то не прилипает.
hисиhисё Сарсиканмэ.,Запихнул Сарсикана.
"Кали, ӈэливсипчу.","Здоровый, страшный."
«hэлэ эр эмэвум Сарсиканмэ.,«Вот я принес Сарсикана.
«hэлэ килтырэ̄дегин! — гусё hутэлтыкӣи. —,«Пусть повялится! — сказал детям. —
Энэл аhӯра.,Не трогайте.
"Эhикоко̄н эрупчу, тыпама̄н hо̄ бино̄н.","Сейчас плохой, очень липкий, наверное."
"Килтырэ̄рэкин, девулдеӈо̄т.","Когда провялится, будем есть."
hутэлин эмэнмурэ.,Дети остались.
Би hундӯ эвӣвурэhун одяӈа̄в эhикоко̄н.,Я вам сейчас сделаю игрушки.
Луккалду-нун.,Снимите как-нибудь.
"Тар Комое hутэлин лукта, эвӣвурэтын ода̄н.","Дети комое сняли, чтобы он сделал им игрушки."
hэлэ Сарсикан думаилдан:,Вот Сарсикан стал думать:
Тулискӣ юврэн-до̄ hутэлвон.,На улицу вывел детей.
"Эвӣвунэвэр одяӈа̄т, эвӣкитевэр.",Сделаем себе игровую площадку».
"Улэрэ, улэрэ, дундэ hэргӣдо̄, дундэвэ до̄скӣ-кӯн.","Копали, копали в глубь земли."
"Дундэ hэргӣдо̄лӣн дюдукин улэсэл, дюдукин ювко̄т тартыкӣ дундэ hэргӣдо̄лӣн.","Под землей из дома вырыли, чтобы выходить туда под землей."
